"","ACACA","ACVRL1","AKT1","AKT1S1","ANXA1","AR","ARAF","ASNS","ATM","BAD","BAK1","BAP1","BAX","BCL2","BCL2L1","BCL2L11","BECN1","BID","BRAF","BRCA2","CASP7","CAV1","CCNB1","CCND1","CCNE1","CCNE2","CDH1","CDH2","CDH3","CDKN1A","CDKN1B","CHEK1","CHEK2","CLDN7","COL6A1","CTNNB1","DIRAS3","DVL3","EEF2","EEF2K","EGFR","EIF4E","EIF4EBP1","EIF4G1","ERBB2","ERBB3","ERRFI1","ESR1","ETS1","FASN","FN1","FOXM1","FOXO3","G6PD","GAB2","GAPDH","GATA3","GSK3A","HSPA1A","IGFBP2","IRS1","ITGA2","JUN","KDR","KIT","LCK","MAP2K1","MAPK1","MAPK14","MAPK9","MET","MRE11A","MYC","MYH11","NDRG1","NF2","NFKB1","NOTCH1","NRAS","NRG1","PARK7","PCNA","PDCD4","PDK1","PEA15","PGR","PIK3R1","PRDX1","PREX1","PRKAA1","PRKCD","PTEN","PXN","RAB25","RAD50","RAD51","RAF1","RB1","RBM15","RPS6","RPS6KA1","RPS6KB1","SERPINE1","SFRS1","SHC1","SMAD1","SMAD3","SMAD4","SQSTM1","SRC","STAT3","STAT5A","STK11","STMN1","SYK","TGM2","TP53","TP53BP1","TSC1","TSC2","TUBA1B","VHL","WWTR1","XBP1","XRCC1","XRCC5","YAP1","YBX1","YWHAB","YWHAE","YWHAZ"
"subject310",-0.258519003154327,6.31270369246989,-0.263114059317464,-1.69964377164134,-1.9161721694355,5.957346339789,4.31272367223144,-1.52335344059981,-0.989787728380866,6.12748933591926,1.36216303254159,3.70703547147243,-0.0679272667463383,-0.620519448957766,0.713002132375371,-0.258501235988337,0.0631026078975044,0.432615088064512,6.20238489250421,4.0147023423719,6.3294422986833,1.26446208364839,-2.37878485817491,2.83577218628764,-0.147612311663587,2.68628222589424,5.83074000388154,-1.02919625147379,8.41035847974254,2.48559998211103,0.20344675149934,-2.63515847538161,5.363467837157,8.53611886571179,-1.06821925390383,1.2286477615831,7.12412459493987,5.27575090780672,2.93630402822758,-0.231223729790308,3.84768267682672,0.527595624622269,3.85293218250768,-1.26764463189209,8.22496870878897,5.87447181884238,-1.53464992887549,7.83501048433774,-0.997190598864356,2.6023648096824,1.11825860707926,2.7971181500903,-0.417293781748446,-2.22152083234125,0.17959790944129,-1.44813232748754,-4.00270263165152,0.506031936178026,7.31607029482196,0.612635604881164,-1.42452702625249,-3.79982341693078,5.66994142317506,1.08817461333018,-2.2461037422019,-2.97257775613536,5.42927539685907,-1.46710401823167,0.732432237699855,-0.950023704559215,2.45409874177612,-0.137413467046381,-1.8916671952553,3.16964825264351,-1.59695380700064,4.27823781974859,0.704584696097935,-1.90861370924389,6.12163532268464,-2.02039241322417,0.407563614290057,-1.99531419174931,7.21567611352855,3.41883762364437,2.58629479768505,2.49875268610002,5.52223944520167,-1.04702331647652,4.24297817682591,5.05795600317002,6.44895526796343,6.68283641884014,-1.01350351804703,1.53672856362875,3.76573407454835,3.87136028712415,5.07367649867075,-1.02916683898058,-1.42043781654603,6.98316824941237,4.67875093789472,3.68233967940892,-5.01744741330484,-0.91140767279065,3.82666308551737,6.61968148020114,-0.803966493094026,0.331178734867193,4.19504288807167,6.45265177590005,1.01534223917196,4.81582737495867,0.0351853565177102,-1.36798917796395,2.18115511248717,-0.858513123612555,4.59723315403026,0.432080509346094,-0.714697068129782,4.53821487850843,-1.07148521954149,6.70918358830003,6.3278764691261,-0.283080975613899,4.41539370531429,5.34011726752502,0.930709603396938,4.5239919384483,-0.782547869156503,6.46758927818639,0.806575783789999
"subject311",-0.765641047986168,6.33321862374319,-0.575981285265413,-0.932541473108673,1.14383709955828,8.7573287764724,5.15499044597927,-1.95870048517128,-1.44544292328281,5.90738682342805,1.89212832027237,3.35936084009513,0.944775456789863,-1.67266231878937,0.944327015311409,-0.418807022416973,0.504883105978651,0.236092811916866,7.21409275127196,3.3070072109146,6.17563739048914,3.21737927355394,-0.620904597299068,4.75813072183019,-0.13781662034632,1.99709488138212,7.99754730102351,1.57199399814262,5.18915808073614,5.52323562016634,0.535331776062859,-1.86644182727243,4.32719712212251,8.91390806125743,0.473738270788422,-0.274792649401096,7.84025763524497,4.74396856993352,4.3165507762074,-0.155826455317159,4.71561795512705,0.69345505129924,4.65161743356878,-0.89627953104614,6.33933664493591,6.88194511184924,-0.184084102773021,8.35133189500183,0.0979450995377661,2.7168518115703,2.28363306994195,2.43655879635085,-0.697483517252666,-2.0575437822344,0.959912329896471,-0.369584034141859,-4.43035742844754,0.505846616067444,7.31414306269453,0.512238485856897,-0.766026707140161,-0.752720512836238,7.03738624656962,1.39922346928743,-1.32371726336969,-3.32747985286456,5.13872769680561,-0.680162762063273,-0.326763493350332,-1.26671602036217,3.77124021118228,-0.312878871095899,-0.139742250289303,4.2465318467129,-0.962346405725867,4.55364580226284,1.82593084344389,-1.62892181010927,4.87540161096247,-0.0758157336948253,0.312231615521117,-1.77835345988716,6.26158059610659,3.30278099052616,1.62604212912079,1.25782837991316,8.59435138135585,-0.254940114069316,5.56800438849592,4.71979570287282,5.34387108843417,7.56180597105019,-0.244337259742519,-0.893036780433653,4.85192100368154,3.73145125856284,5.42205952378388,-0.457491166376988,-1.17632709039353,5.20604459383084,4.68225047285365,3.19183463577302,-2.4549578955269,-0.409113407638908,3.66461212617981,7.44038426946278,-0.480273775269172,0.794456393350974,4.77228947529358,5.92228620102182,1.39783215773462,3.86857447015471,-0.663171233869248,-1.16205727385159,2.65545570235409,0.202804066188895,4.77038072488905,0.92195066510965,-0.528706954420109,4.45941282370963,-0.305376689960961,6.5817859759263,6.45480387913156,0.143809892731031,5.51247149235828,5.01937594266408,1.35401600934536,4.93294418403602,-0.465068075997144,6.54740207111664,1.07724495564422
"subject312",-1.38299641645127,6.38450119502635,0.223745373282957,-0.190894234084789,-0.048083131466368,3.3245702441108,-0.106020046192637,-1.13606627976811,4.98915085076905,0.317340785856435,5.38948812453966,4.7467033630038,3.72829527159392,6.65699944436416,5.93431231652555,-1.1048273695218,0.00165516638103283,-2.53457570524602,4.70367441646473,-1.48051204590265,0.437987806960377,3.23583315743092,-2.47627668436663,5.15836348961791,-1.57906424966215,-3.05551473353756,6.77828581660074,1.02572504046135,0.758882455960696,4.38000647051729,0.644901207794532,3.2596180512113,-1.14796905278911,2.81340615289307,-0.938781185267271,1.75213630435996,7.32949951363194,1.36679377330164,1.05350579406335,0.387430316901436,4.49496862320568,-0.451016968044,4.70860332566826,-0.0414334914725554,7.15909759859507,5.83543886512139,3.96693995014504,6.69250171641641,-0.673300197619802,3.2331636566092,-3.80443672234469,-3.18510753011488,0.707853333466286,-1.65367555505734,7.84099334838983,4.48171645710565,-5.19230786978467,0.319112553313767,9.98878694456774,-0.0126639347147672,0.842466940650677,-1.22624780428214,6.96184161607832,7.73435282289735,-1.74088412717436,-2.64706703804817,0.366815125096617,-1.57364561361777,-0.310244073284868,-0.892219261507021,-2.0350440325863,0.425322263497777,6.42869062634086,5.45659876516304,-0.529558956859799,-0.262435284046099,1.84589083771119,-1.7373231248616,-2.07494988706151,2.91943884089519,-0.264796078354686,3.25238497870479,2.39508884147149,-2.78621771037361,6.84717822593351,-0.970605523090575,6.56198524551868,-1.38332950185931,4.18791209649977,-1.86742825265142,6.92637249880416,7.04648595567262,0.437745278754504,5.92011949981067,6.78170350398587,-1.76732821253206,0.97403284262859,4.33329863720205,4.92301143800495,7.40877183107005,-0.201139999668251,-0.738043291213239,-3.50938737450308,0.600812076425388,4.96506404558722,0.942154643510722,0.0740848995771901,-0.990312494903763,5.4406889702842,0.0414604275121878,1.30203173278749,5.24135000535583,4.18271530091295,3.0492904978741,7.7571458285542,0.477173600733536,5.55589133273723,6.1055166655938,5.13065871207637,5.52818164835495,-1.41063435720913,5.92206433260822,0.139896068674382,0.20410805546522,1.44137663699466,5.73874505046743,1.96036619835235,0.175680185761312,0.476719574606042,0.282608303978158,0.626490320703389
"subject313",-1.01814788655898,6.51672815555697,-1.90834321089156,-0.68305762524986,0.414635688158619,7.67323808133128,3.22522492582434,-0.326957496803064,-0.284044961414187,4.88115995171227,1.29569359954353,3.32965301941151,0.0954580577330717,0.567139833605947,0.608263358756756,-0.571080153048344,-0.203974042711,-0.0809522594080938,7.13106779120925,5.44016311613335,7.18761992990854,2.49181602639604,-1.68749715856679,5.65609079844365,-1.57091111377887,3.56488295786693,5.94951462669565,-1.91360067799034,7.06260150598489,5.27667338830854,-0.0551570247354372,-0.791591670982647,2.5275497159009,7.64272096003688,0.925016785919765,-0.590357266311558,7.2089287087827,5.3987367112008,3.77043453217232,-0.225957203570942,5.51651003631276,-0.095049481129553,4.61335243019437,-1.10966787405847,6.50950609651622,6.28944746990681,0.969511333646429,6.01880635976105,0.0548713257292327,2.51743055968158,2.95266667776877,3.05428638216594,-0.470853880753777,-2.06717944354551,0.619458114902292,-1.39975608313303,-3.49914333658643,0.481059185162412,6.91223439104799,0.560179654897503,-0.766570310135243,-0.0550319681524793,7.38084538796727,0.846460480874316,0.415365841071144,-2.45103632176769,4.88842436156345,-2.38291587557856,0.285809586534341,-1.52463317504377,3.93629829147511,-0.0754947510765609,-0.753760330803928,3.84337914312727,0.107918120878351,3.37978390662251,1.52685708466505,-0.901324511253259,3.9821108976298,-1.81544236143099,0.00456742390607623,-1.54248658469423,5.81513227432988,1.97210561787834,0.222627061989762,0.644257236428198,4.47787794252403,-0.421147923413943,4.21519943246781,4.20670650904061,5.58448371795162,6.16667656337546,0.209616768472251,1.4344261887053,5.87548554049305,3.12284130833668,4.91599411549586,-1.12172855067747,0.286168673492885,5.3663865813828,4.67109861782539,4.45213675068024,-2.21225245828083,0.024971634185951,4.10528791008127,6.99339161964845,0.790669621340647,-0.343836409281393,5.09138480947749,5.07825520859197,0.0291837977147428,4.79337340417948,-0.838659098517532,-1.18140528666964,2.71668441831634,-1.17876071658382,5.66453822609182,-0.21919962615807,0.513252958408769,3.92152573617932,-0.0865955200180702,5.78544085062323,5.97708966353928,-3.01828293239398,6.10325747267484,5.21313083104833,0.899627436672583,4.31310604900945,-0.292658148715597,5.10790801589948,0.521953979877762
"subject314",-0.48639698777262,6.43869235761549,-1.16302130622442,-1.2114732200572,-0.0198288825667275,0.139034191678466,-1.22929646583036,-2.5624116843357,4.75514135905237,0.662386004951247,5.95758723126679,3.82620183605823,4.69485541552991,5.39203469887792,5.39934118036677,0.037097018510988,-0.46793042031898,-0.834099998789352,6.64036875039166,-0.365398717121568,0.519121142007635,2.4670642879225,-1.74050335536894,3.865002541779,-0.980588808368409,-1.06492011740623,6.57147354360546,-0.453238837385827,1.174251243799,4.2257494225203,-0.334785758455285,2.61931815271112,-0.792260115570739,3.06377155471118,-1.24623547852999,-0.0250491483797938,7.32867393613135,0.644595851042388,-0.492746563613557,-0.102410759901012,3.68753538778846,-0.220865351078342,3.96362920145921,-0.701659892550768,7.42180145507122,5.61176289978702,3.93922051592091,7.00464227022868,-0.546962773492949,3.62050405250021,-3.94857560102056,-2.3992071387744,0.0617085787672967,-1.8997569232037,6.3460794160652,3.80126586720097,-3.51605450807282,0.0444934212283136,5.53951324451424,-0.573216366170542,-1.41510966904635,-2.21861243084751,5.78702591386392,6.71803248012836,-2.31669540554696,-3.2168035582589,-0.694149257638372,-1.4435437339428,-0.358199829528428,-1.51635056693685,-3.42994087239416,0.326905153851147,3.68454058958938,4.34635839942452,-0.823459680468209,-0.303188664875271,0.727669803752552,-1.2120502108472,-0.124685800993345,3.26716524685884,0.762134112673377,2.81872588764177,1.29056517706824,-1.42284627532311,7.33673587675214,1.21119757789774,4.95479849548385,-0.398517936818636,4.15322272573445,-0.491264125140718,6.39414259365233,5.21035831678558,-0.852589707607208,4.58704619086327,5.88384897677937,-2.01542816682152,0.0353546085064798,3.21392263808012,4.72098245629274,6.29625115835293,-0.0757280615346687,-1.36689380773383,-4.34433238695525,-0.216513293560124,3.98793512865769,2.14737214972654,-1.16648865863189,0.124360513444359,4.89566550271772,0.591930442281878,-0.23840747727444,3.83475814229394,5.27089760995973,3.7655865835832,8.40985285516889,-1.92870878484236,4.73115687353062,5.25255866293714,4.52975743824126,3.86791721500817,-0.969294003533763,6.56274843690336,1.36173820187586,-1.35662917925538,-0.118282086798861,5.21969315576654,1.16932316692408,0.539115468373879,0.268286346757584,-0.0929531677191684,0.540155079024952
"subject315",-0.0162518641271561,5.77593538018846,-0.934850186405185,-1.71210445153382,0.447551437392976,5.25523666970082,3.50106153707539,-1.14083533539092,-0.480002437146591,5.58291097010426,-0.27472591538827,3.50749304654278,-0.105887400892294,0.276601632201903,0.401580217372206,-0.414612984178859,-0.181239670436001,-0.141788263099701,5.79455883942552,4.38296617133357,5.17558843202665,2.82858030767653,-0.841210196833747,3.00425190385787,-0.0810795424138817,4.45978976123464,6.23012429704313,0.710720726633391,8.06109145428206,4.09073251469376,-0.135090390379796,-1.11838526938974,5.33457447288531,8.50886782444728,-1.40583751070948,1.13960334683387,4.08495547428408,5.41228769487225,4.44714215860412,0.0387364616945664,4.34940045852377,0.576764777314124,4.39684852172314,-0.964421382930612,8.0559612470312,5.51168466949695,-0.56771577363239,5.77021422082979,0.0326965297287165,3.61418343694289,2.24367557011102,3.67670110758932,0.101489214436122,-1.33152638551508,0.458850534715173,-0.748453985010669,-4.26714323725538,0.0322144421761907,4.12579125352072,0.424443619169019,-0.249412056462509,-1.01536152875697,5.39463344932081,0.949155098353695,-1.27001029130782,-2.20212763331214,5.18350315841783,-1.02987708603199,-0.869455263813329,-0.978108964946341,3.55641046866,0.382474158238244,-0.266153619984558,1.88977671742715,0.28826311342314,4.72526425600152,0.725553917745734,-1.32655135300945,4.77685404663955,-0.887400038144341,0.528437918441237,-0.804419073887288,6.73535061421717,3.10412911296731,2.12373150811692,0.564156532079186,5.41888220588241,-0.3204715253228,3.20925118090557,3.75083222989492,5.3364045100042,5.49965615400941,0.16016632489796,2.30474650279478,5.22031602361382,4.69414251240703,4.7176280442597,-1.01191704771878,-0.170449887360583,6.24927394828264,5.01810623520222,3.52501880527503,-3.88521493135623,-0.283570564530001,4.24930317239749,5.61862066740943,-0.579580034432266,1.26422090535179,5.70842189878983,5.07879283709749,0.655649698836025,4.33410300957254,0.0817135825700177,-0.512678946595405,2.8515719195826,-1.47459665063852,6.14939345735484,0.501215614655008,-0.000370666270948561,5.42611297639511,-0.274887824117999,4.17945032888858,3.79133546620069,-0.73369418667189,4.64987802993518,5.66988229968442,0.753996326636824,3.73346216258531,0.125865728267904,5.71863553910491,0.953075875262013
"subject316",-0.766833652763104,6.06406802984965,-0.271650292076636,-0.490581537235833,0.341291405842301,8.87142908584043,3.47866154231683,-1.54057504331555,0.162345217008861,5.02612227924755,1.27498502480301,4.0004755328693,0.0917624908120469,2.23335564013669,0.774351243668296,0.85950866697036,-0.694599804734214,-1.69892622002505,6.42629778388928,2.69782950398022,6.30643950370895,4.14203699252669,-2.01221558567321,2.66873268540042,0.87977904190595,1.76314507083433,5.6077863148672,-1.2481192554253,6.18975374610976,4.6843360328849,1.16227023835928,-3.25107775294813,4.02409823281112,8.16823696283597,-1.41049770274793,0.100911830934104,5.18724513793371,5.48861236363876,4.79337150591591,0.270032376409608,4.85760516190393,0.609668625397561,4.0575062385672,-0.251665338496084,8.10992274382607,5.55333893280886,-0.12691180902527,6.78935725589148,-0.451171432618942,2.88819024744807,1.49507013490952,2.1233952224224,-0.182364890503724,-1.5433337515935,0.627219044068063,-1.96317142958714,-2.66439294314871,0.693028023536676,5.53549666339816,0.203712028243125,-0.525691532879227,-2.06208078168264,7.32764876192611,1.14223651676504,0.629889293436877,-1.29076306740002,4.3870278059214,-2.07534156778644,-0.738129593126317,-1.78527307542343,3.26669934384501,0.0258530888604307,0.327411381803468,2.08712496597997,-0.812480125024477,4.79485770654653,1.0499595211881,-2.36760057591799,4.398444903798,-2.55050036132064,0.245880197340522,-3.14255327761561,7.10405128025249,2.49434874447749,1.20160994246529,-0.447464372057076,5.51861363378548,-0.962894085550066,3.62243278558966,4.07699430443187,6.865586027781,6.02688839755477,0.807692389788439,2.78829760313652,4.84853352762694,2.92855411000188,5.09839808363735,-1.11125288614375,-0.589133463581448,7.23281944886707,5.26448316261548,3.02407347317262,-0.259656592086078,-0.704868283557797,4.56313924811488,6.53955996549326,-0.326352835926084,-0.353718504952506,5.20951284077285,4.9456544144114,0.0882019358557334,5.62908660382453,0.0851853300167572,-1.27429518335462,2.90927477442829,-2.62555825059098,6.73900451092565,0.519370247236543,0.47269995407932,4.98043104151033,-1.0424214414809,5.47096749271539,5.1079436679992,-1.22709990886791,5.62171097174773,4.5849758724654,1.28240596372692,5.58851667683483,-0.177473533290374,4.84000215231288,0.4146194648383
"subject317",-0.512516491623701,6.78434287467462,-0.834163600697957,-0.623564863326059,1.78764775229291,7.18615236286641,4.34709546103875,-1.25925045487269,-0.285239843341088,6.23241893869015,0.292588623338378,4.31970764090762,0.327886013597728,-1.06154249824704,1.48013374429264,-0.529869603208303,0.393660967628671,1.91472879791003,5.59343000379894,4.31066601724462,6.37229371792107,3.07877586075338,-1.39245892169251,4.79122398223208,1.04579435776488,3.47900296190156,6.3201365853053,-3.00812830514417,7.17076978645103,3.42931121419814,0.699118940349257,-1.89448028090696,5.37919110336859,9.45894185022635,-0.976427607912845,1.02165624565446,7.05038313320009,5.51671002911329,4.55329968641506,0.00269663744489232,5.29621242454484,0.351778836881843,3.68481534530261,-0.499164169778818,8.16644493643933,6.47266734472132,-0.827261760429761,8.52555512637721,-1.34342601656728,2.47469231836571,3.33326855315643,2.93039575593696,1.11678766239508,-2.13568545236932,1.90312567747498,-0.732459641840902,-4.3866210687301,0.6703602366261,3.59730358568437,1.86901557878333,-1.09564700055072,-1.68456909878168,6.36682888319413,2.17938991751969,-2.4606660513294,-2.86900691917796,5.14047810001297,-0.2430391156828,-0.63891130384532,-0.422509200146078,3.42619841561973,0.279630137317452,0.550183097690553,3.24142764979451,2.5714867074075,5.90419474594857,0.917416493328594,-0.871317790622828,5.34181133273577,-2.74270044244432,0.689722824960253,-1.26200163897925,7.25440751976152,4.68614025941248,1.36502516451682,-2.27010870531199,6.5807938942916,-0.363477582123766,3.95054231717318,3.84829262094178,6.15826110654352,6.33517094937125,-0.031747427843931,1.21495057728936,5.92934859717159,4.47905182783673,5.17081515936528,-0.090523025089319,-1.25695755807576,6.46734290765114,5.67988526410834,3.70559089801474,-1.86567645157672,-0.696145326687745,3.85914297473414,7.21841295121417,-0.507550400021888,1.34672661487364,5.94132046339299,5.70933893174545,1.50482115874517,4.91847576446413,-0.256462167996085,-0.516258337443328,2.93382042205147,-0.370861107110931,6.12322195941638,0.583321597822565,-0.391534087091765,4.67691219292869,-1.09728345531982,4.58744131104373,6.06881582246188,0.244148210499355,5.0360968194166,5.32235179679592,1.41057419825043,5.64615194675122,0.245193114369871,5.96227277641556,1.43616030758165
"subject318",-1.05245784728451,6.49000330044619,0.213485407113319,-0.458415006971464,2.42210748901593,8.0386695129497,5.91018701286725,-1.95463427359012,-1.20678786337995,5.21116897288963,0.854395845120753,4.11417273483754,-0.202038960616398,-0.172521754354381,1.07353726794418,-0.477353312873267,0.532614048265197,0.553442292972647,5.64364886291126,4.55869324354892,6.60604713067793,3.73720781416251,-0.987396614416753,3.82444519288389,1.22268560569035,3.54021040965732,8.01563415874669,-0.215586868876046,5.86046520836186,4.90724567403809,1.26350815064555,-1.99423305668234,3.42271769584022,8.5521080765587,1.93996345202239,1.19909598632342,9.04163775499872,6.10598340589418,4.5817115850695,0.143412117837765,5.93663963454173,0.757556120132872,3.29303898788177,-0.583429107269804,7.45274030575593,5.49313097882556,-0.342297379602034,5.77189344571212,-0.384027805138755,3.39401351624422,5.35787235249754,3.88627198610212,-0.264609414101105,-2.48769254050751,0.752900967559642,0.252693038674135,-3.7390948934137,0.512135665263018,4.84329556045351,1.99603034588387,0.127342378609687,-1.70324381674129,5.97659379819859,1.93762069480037,-0.507813270255931,-3.42255327245948,4.91655576120616,-0.259524565280323,-0.759727810832132,1.74508962480499,3.96579348272139,-0.407039217871047,-0.353860902524799,2.52471540900696,0.219676505253678,5.4092736586576,1.11623753564343,-0.173093632608836,4.13566714751391,-1.70291845744707,0.41517288632082,-1.17144143463926,6.33391136348207,3.82663565333955,2.04945643746786,-2.55615077050444,7.52449659286782,0.0207790956094931,4.02187670342389,4.13384171361603,5.94584721225193,6.8703357816343,-0.495869527879639,1.60309575564246,6.69373060815504,3.95048622486526,5.21762279224282,0.374781476215537,-1.35673271521243,5.72033715595444,6.26387766212938,3.26299493673974,-0.819384136454165,-0.208224467041706,4.26460138889493,7.16451953666707,-0.910415728351138,1.27656541331964,6.08498825460492,4.83756902369024,1.5298548270365,3.68767070089909,-0.491447883474223,-0.763325485050828,2.99458857592159,1.23637732700975,4.17712138630758,0.127333209644836,-0.0838637466183098,4.77639829114973,-0.72432573398384,5.02063904720921,5.82964928454628,-0.024262253474759,4.73808060062778,6.06059351432133,0.70542170640397,5.12332115734316,0.338629861197365,4.9401835976976,1.3993738675321
"subject319",-0.734213813100358,5.85640306675308,-1.38718413066267,-0.468865156651894,-1.38148843058465,4.98066380856215,3.88275054283896,-1.57970012117731,-1.24089506122246,5.92150336776464,0.864672314030987,3.66939081941237,0.618720099978313,0.270919036908024,0.384164997249459,0.848283866930137,-0.93761488946894,0.255801543931972,6.84056307025815,4.65850248308251,5.75618244730281,2.7819856106522,-1.45139052716925,0.431720979330893,1.66487594356222,3.96502577228894,5.051710919264,-2.00948654896677,7.89407440059753,3.58996865336373,0.584169496819514,-0.886101632956115,5.71791304779023,6.97534026997706,-0.561687667549111,0.122914914675412,5.6053871602311,5.12206599011806,3.32764184450112,0.387403175938557,4.85251505365155,-0.155192280234896,3.7406917676044,-1.21379946401745,7.21101034889991,6.96391922157562,-0.449642483019839,7.39180273998582,-0.810712306333143,2.37999250565989,3.73333480313876,3.5959259026835,0.481192475864205,-1.67877353001864,-0.145668342604188,-0.971821455273046,-3.52180537261734,0.259211891258011,6.39932483013483,0.628610209574659,-0.909503930224819,-2.69213118361877,8.76232493211718,1.28098670711441,-1.83130829027831,-3.77599409080054,5.06892330987062,-2.08502092228164,-0.398370405946096,-1.42235977115861,2.87413156918761,0.00236254187701074,-1.89372004829635,1.6917792749868,-0.833221828542978,4.09330213180444,0.42181360025454,-1.84377012231657,6.16345283214143,-3.14113115949196,-0.185129100965048,-0.922017324370697,5.37835016044586,4.85308422270124,2.52200674308478,-2.87440074092998,5.15452661675831,-0.192955153287884,3.88939437220781,4.81899748837001,6.2721746470938,4.93825912170279,-0.951049137018165,3.28754507771532,4.79562908365345,4.23718654958482,4.76073249393054,-1.67245685767628,-0.416855905049771,7.74586795984189,5.88524813229357,3.07490366663886,-1.24585379984135,0.0477475075082588,4.19558786582633,7.58813424443141,-1.42818853577198,0.567779945157323,5.25240824440993,4.57712465766051,-0.174162665784687,4.27748894551808,0.0333785812610558,0.473445571447346,3.37173689153292,-1.5635160008521,4.37623420049984,-0.121176301497236,-1.05509009165293,5.61508023120953,0.058916655474834,4.69774132790914,5.81557323983486,-2.87508750963203,5.43208141894946,4.81063484992738,1.33959773463365,5.66752967293278,-1.35071285479259,5.44801564297066,0.120308990853084
"subject320",-0.717818986251928,5.8783606845743,-0.502902675065513,-1.06038547067377,-0.195528815929312,6.02367453659704,4.93997591364254,-0.986429485795286,-0.600774975316045,6.12865394714643,1.78354645775906,3.34445478324766,0.70524352945988,-1.62272608995872,0.201117500708489,-0.326368415251935,-0.169557647566577,1.16515570531489,5.36537231446432,3.37664935096168,6.40323832778434,1.57870344505868,0.0989767918370208,2.76427025156037,-0.266332941953956,4.775471152297,6.00214031563376,-1.07868758701842,7.90008132257552,4.93789258333556,-0.0357988835088793,-1.30213754539241,5.23006202237483,10.0701921146257,0.257844846308431,0.280843229782946,7.00667930149925,4.96055576109462,3.7186737217354,-0.00321010843353434,3.5969803132439,0.978921615462219,5.563757060869,-0.774328157619074,6.81811558339676,6.86283065820541,-1.34488938895869,6.58340113579128,0.177851862047917,2.29427140812231,5.57083420091104,4.17260728557502,-0.651581907057702,-1.55797473989711,0.346726191270928,-0.152806995696277,-4.64980101984075,0.640346489223873,8.74370895568872,2.49093327520971,-1.53698419986671,-1.66715094288826,5.98177445146435,0.808067742177996,-1.88321740133989,-1.65799357335039,5.08372992586665,-1.10732507711739,-0.251326743818931,-0.0814431068442507,2.62444962638808,-0.2923882290973,-0.947139281776177,3.31546370240589,0.133769555357749,4.40262584027617,1.21994427085702,-2.33928653401514,6.08829368824707,-0.672558554449877,0.522965289206061,-1.07781002838642,6.02873344575902,4.32357067535238,2.64198950983991,-0.59685320378096,6.1946726423178,-0.186066024563111,4.52305236398044,5.06864477373233,5.08122099955982,6.18008675553356,0.126473228988432,2.37233289523841,4.87460836915141,3.74681670522833,4.80254039173255,-0.64993682811302,-1.2005481171346,4.26469236326926,5.78642586788878,3.43924265109605,-1.35533725538532,-0.659631535759641,4.57371830908228,6.52306060204429,-0.791672487110297,-0.303780442135197,5.66813335720994,5.76754282655962,1.72014355865554,5.22594208633635,-0.0877924222853809,-0.283963858473083,0.943668699542389,0.405028569376136,4.80249011842795,0.736782106797472,-1.02447879778903,4.13383331810704,0.334909835658459,4.92451139044221,6.02648088177452,-1.23453720250958,5.47649656111025,5.47516073534238,0.897298408730921,5.03272623857101,0.560258364924475,6.03249816415494,1.00457287564877
"subject321",-0.451779544097308,6.8555960867077,-0.0794865684083534,-0.98856612676125,1.11217725105867,7.02738029633461,5.97589111164874,-1.06969948260725,-0.744738245260101,6.0513891506609,1.38376333084255,4.51237328418935,0.0677748433469388,1.40593886495851,0.158197449623815,-1.09245107600227,-0.348758245249971,0.578463821923778,6.62425678824142,3.14760099799513,6.24639404982121,3.60573770032421,-2.21421716335074,4.29903689524483,-1.48363692493544,3.46202302133648,6.79913037441085,0.673771598186833,5.19485671070406,4.52123824222368,-0.0755044570997795,-2.51055514016902,4.09345752277728,9.42370951738958,-1.06480070359411,1.10890204323045,3.5245452582819,4.842596961766,4.49081816679197,1.03988255648123,4.5840409340451,0.980180143636707,4.65466614074067,-0.919067619502744,6.8929211826534,6.20464923612031,-1.26284602132737,9.12718276340219,-0.126828837093047,2.84753715802453,2.75184682566309,2.28362399073208,-0.570347456478755,-1.39395763026651,2.22145800006411,-0.38812619338663,-4.34587469428885,-0.240876857925463,8.62445796216402,0.498660351792971,-0.512087525717038,-0.804693793069687,5.81119842455014,2.1381190815566,-4.06990591996,-1.977224189667,5.18370139865158,-0.643347400839831,-0.250052390416269,-0.533497841899369,3.1167941850124,0.277502079388746,0.957393075679652,1.63913525698567,0.445743115501574,4.06887589598478,1.99286164717432,-1.7937852706949,4.62420387094096,-2.16873369048446,0.634651806305497,-1.79800038428289,6.16970505259572,2.72431052301189,2.14288262949289,-1.78014164839288,5.996606238889,-0.0027760752032262,4.15897208516596,3.97951189760922,6.6762426600945,6.1971943416493,-0.781265127413458,0.566718731209332,6.14722782355032,3.53968864882859,5.62368308427129,-0.364172406274313,-1.3872003772869,6.22352766830983,4.39230718242215,3.34606903651861,-3.26456019577136,-0.569000252093098,4.27871507190233,7.05247228279671,-0.351674907758954,1.40803617389332,5.19461520036967,4.63905961531516,0.462916759998391,4.59768046592755,-0.130624427370013,-2.29331455519906,3.49408592081236,-0.37503887204085,6.2653501345386,0.936220025329609,-0.834778024443744,4.59550712155737,-1.04453908563054,5.26004091731586,5.75981074581301,-0.185976797387526,4.4083801858894,5.76209553434431,1.97012988001556,5.73156314174317,-0.492964500404668,5.05256595927535,1.26317341444693
